numpar_candidates_eff,mv_incparty,mv_incpartyfor1,party_PT_wonlag1_b1,party_PMDB_wonlag1_b1,party_DEM_wonlag1_b1,party_PSDB_wonlag1_b1,population,pibpc
1,,,0,0,0,0,2454,19015.076
1.9890077,7.4340553,,0,0,0,0,8638,18610.133
1.9999981,0.098523498,,0,1,0,0,5395,20760.025
1.9934204,5.745101,,1,0,0,0,6716,11032.374
1.8908162,,,0,0,0,0,84573,9626.4971
2.1854808,,,0,0,0,0,5092,68935.805
2.0608392,,,0,1,0,0,18511,15797.972
1.9863178,,,0,0,0,0,4543,23730.693
1.9984579,2.7777791,,0,1,0,0,5711,35520.398
2.7182472,-34.090061,,0,0,0,1,15713,26704.893
2.1672077,,,0,1,0,0,18825,15086.9
2.4267845,,,0,1,0,0,3315,19365.977
1.9982167,-2.9873133,,0,0,1,0,12647,15935.863
1.9992521,1.9340158,,0,0,0,0,4726,15043.354
1.9004625,,,0,0,0,0,14822,21651.098
1.9934535,,,0,1,0,0,5769,14831.447
1.8768982,-25.61014,,0,0,0,0,10599,13171.563
2.6076956,-39.735596,,0,1,0,0,71176,23332.861
1.8850466,,,1,0,0,0,15948,17021.291
1.9690589,12.535405,,0,0,0,0,15437,16058.422
1.9742761,,,0,0,0,0,16829,21291.146
1.9918834,-6.3833566,,0,1,0,0,19482,25148.992
3.255619,0.62420666,,0,0,0,0,14881,17499.807
1.9844337,-8.8566751,,0,0,0,0,122502,22736.33
1.9836291,,,0,0,0,0,8619,12743.62
2.0354481,10.566133,,0,0,1,0,11825,16409.213
1.9276202,-19.377508,,0,0,0,0,6656,8440.5049
2.1602972,-8.7643919,,0,1,0,0,8647,14659.512
1,100,,0,0,1,0,7994,25023.99
2.6911182,,,0,0,0,0,13628,13517.707
1.8296806,30.510136,,0,0,0,0,21402,24272.066
1.9639119,23.199726,,0,0,0,0,102184,17188.018
1,,,0,0,0,1,53372,13473.865
2.0551605,-2.4935067,,0,0,0,0,2482,14116.01
1.9787638,,,0,0,0,1,11411,12959.154
2.6789367,-34.994205,,0,1,0,0,10249,14907.348
1.8839852,24.815205,,1,0,0,0,8871,14964.087
1.9999557,-0.47070086,,0,0,0,0,7751,18387.523
2.7920852,2.7565746,,0,1,0,0,3119,
1.9037046,22.490704,,0,0,0,0,3951,13388.541
1.813428,32.075474,,0,1,0,0,6548,28664.264
1.9256876,,,0,0,0,0,19259,13700.513
1,,,0,0,0,0,5939,10531.026
1.9953232,-4.8414021,,0,1,0,0,177101,61961.391
1.5367596,54.90353,,0,0,0,0,10545,10449.483
2.2750437,-6.2593994,,0,1,0,0,116418,13940.102
2.2588494,,,0,0,0,0,11654,19599.793
2.3602993,-6.0877056,,0,0,0,0,28973,84932.641
1.124198,90.602127,,0,1,0,0,28295,36458.305
2.4795992,,,0,0,0,0,95726,15602.069
2.7495058,-10.725042,,0,1,0,0,178880,19105.695
2.5493584,1.4704049,,0,1,0,0,25738,17462.477
3.8635917,,,0,0,0,0,35677,13254.314
2.1396823,,,0,0,0,1,195197,63940.152
1.7284868,-69.81675,,0,0,0,0,55139,17076.869
2.687376,,,0,0,0,0,14851,13622.833
1.7996881,,,0,1,0,0,472300,95552.008
1.516525,,,0,0,0,0,19830,26404.555
2.0422268,17.475319,,0,0,0,0,14024,64804.215
1.9551636,-15.143431,,0,0,0,0,12601,11920.836
2.7671089,4.1050615,,0,0,0,0,17758,16409.432
2.3608291,10.876783,,0,0,0,0,37340,95072.281
1.9481854,16.308392,,0,1,0,0,8219,18263.723
2.767859,12.748856,,1,0,0,0,21613,10712.843
2.7473412,,,0,0,0,0,20707,12119.193
1.9916905,6.4592032,,0,1,0,0,11020,15555.893
2.8458679,,,0,1,0,0,13408,40979.695
3.3022437,-32.981339,,0,0,0,0,53527,10488.162
2.5104597,,,0,0,0,1,24079,13683.439
3.6996424,-10.178902,,0,0,0,0,222618,13912.068
2.7275755,-11.374611,,0,1,0,0,113182,32680.955
2.0503452,,,0,1,0,0,14281,11952.564
3.1110494,-12.314406,,0,1,0,0,22884,13552.627
2.4997983,,,0,0,0,1,97219,17309.055
3.5943708,5.4241328,,0,0,0,0,29394,73568.93
3.1101077,,,0,0,0,1,97337,10542.881
1.9896424,-7.2150588,,0,1,0,0,7424,12780.139
1.9535115,,,0,1,0,0,217951,66344.641
1.9899646,7.1014018,,0,1,0,0,5327,17502.84
1.6634767,44.977905,,0,1,0,0,230568,10898.646
1.1272714,,,0,1,0,0,38201,33718.652
2.8900924,4.6574326,,1,0,0,0,135121,39467.09
3.3030329,,,0,0,1,0,18024,11431.604
3.6218553,-29.908508,,1,0,0,0,169537,9984.4746
3.5518863,,,0,0,0,0,24754,13955.024
2.2881491,-13.759097,,0,1,0,0,26810,11748.764
1.9986012,,,0,0,0,1,15076,12884.11
2.1827953,-1.8451303,,0,0,0,0,157986,12252.398
3.382561,,,0,0,0,0,183391,17254.324
2.6102617,17.312187,,1,0,0,0,48129,11444.904
2.0305822,-56.074364,,0,1,0,0,41639,33829.258
1.9515439,,,0,0,0,0,38740,51149.27
2.7701287,22.967125,,0,0,0,0,26575,11710.545
3.6164742,-1.0337442,,0,1,0,0,23208,10601.979
1.9152287,,,0,1,0,0,26948,43088.848
2.267859,,,0,0,0,0,18034,12712.629
2.3278229,,,0,0,1,0,17272,174372.58
2.0387969,-19.103714,,0,1,0,0,13105,14079.197
1.1473231,86.208366,,0,1,0,0,140374,14545.405
1.9159024,,,0,0,0,0,21234,230344.73
1.9011974,,,0,0,1,0,122068,48869.461
2.6356575,,,0,0,1,0,56436,17054.729
2.0887449,,,0,0,0,0,17606,12391.392
1.9998648,,,0,0,0,0,8703,16037.489
1.5830925,,,0,1,0,0,116134,97536.813
2.0069723,36.452892,,0,1,0,0,6390290,34571.914
1.9798681,,,1,0,0,0,10298,12721.233
2.0116618,-15.165043,,0,1,0,0,40876,16024.954
1.9553868,15.104845,,0,1,0,0,37657,14395.642
1,,,0,1,0,0,41386,22898.939
1.9001609,25.752533,,0,1,0,0,33512,146205.05
2.4627938,-16.427671,,0,0,0,0,460062,12406.345
1.9806976,9.8718166,,0,1,0,0,7093,14592.824
2.4822376,,,0,0,1,0,20540,12202.036
2.0794947,,,0,1,0,0,91542,12451.566
2.9784031,-8.9411764,,0,0,0,0,8970,12554.137
1.9906518,,,0,0,0,0,17581,26434.074
1.9036423,28.938643,,0,1,0,0,77522,14792.311
2.985945,,,0,0,0,1,80138,12375.569
1.9968923,-3.9450316,,1,0,0,0,21362,11195.029
1.8778858,25.500477,,0,1,0,0,15010,18749.596
1.8619221,-28.759056,,0,0,0,0,31438,11452.922
3.098093,-12.675723,,1,0,0,0,167622,20825.053
1.8257889,30.889618,,0,0,0,1,10327,11860.8
1.4064149,70.142097,,0,1,0,0,78256,26609.422
4.1599064,,,0,0,0,0,72679,15248.38
2.822624,10.335151,,0,0,0,0,9720,13824.905
3.9876883,9.8968487,,0,0,0,0,34858,15712.614
1.9980259,-3.143105,,0,0,0,0,11012,7341.8042
1.9999769,-0.33996105,,0,0,0,0,10841,5200.0347
1.9091129,21.819019,,0,1,0,0,3026,6069.0581
2.0890939,,,0,0,0,0,13467,5784.2646
2.0025315,,,0,0,0,0,4823,5763.8374
1.999367,-1.7792076,,0,1,0,0,12729,22934.627
1.0705482,93.177345,,0,0,1,0,11538,7002.126
1.9401013,,,1,0,0,0,6930,5412.874
1.9687009,-12.608886,,0,1,0,0,34852,11573.125
1.9894358,,,0,0,0,0,25736,25612.723
2.9958351,0.34025311,,0,0,0,0,13166,17801.945
1.8222706,31.23008,,0,0,0,0,54031,10480.238
2.0405986,5.8283238,,0,0,0,0,8687,27792.742
2.0656116,1.1603355,,0,0,0,0,24977,13450.577
1,,,0,0,0,0,3944,5753.3711
1,100,,0,0,0,0,5175,6550.9409
1.9720962,,,0,0,0,0,,
1.9934074,5.7507992,,0,0,1,0,2373,8390.7002
1.9921581,6.2740536,,0,1,0,0,9566,5796.186
1.9976957,-3.3961267,,0,1,0,0,11769,7415.9009
2.223655,,,0,0,0,0,6043,6604.209
1,100,,0,1,0,0,3375,7408.8506
2.6587551,,,0,0,0,0,63571,10973.987
2.2353377,23.855495,,0,1,0,0,9330,5874.207
1.9613583,-14.036163,,0,0,0,0,10427,5126.3921
2.7983472,-15.752259,,0,0,0,0,31506,6768.7139
1.9994403,,,0,0,0,0,19692,11171.018
1.9138838,,,0,0,0,0,7559,6502.311
1.9888976,7.4714184,,0,0,0,0,10000,18182.346
3.7588439,1.8340766,,0,0,0,0,69005,6917.25
1.9882917,7.6736808,,0,0,1,0,10928,5931.5244
1.9851373,-8.6526871,,0,1,0,0,5405,5407.1641
1,100,,0,0,0,0,4783,5737.0122
1.9912305,,,0,0,0,0,7942,8481.5732
1.9393451,-17.685011,,0,0,1,0,42934,9762.3848
1.5196151,,,0,0,0,0,6954,5230.9526
1.9610591,14.091503,,0,0,1,0,5297,5869.125
1.9993298,,,0,0,0,0,5846,7286.3657
1.9468187,,,0,0,0,0,10439,4423.394
3.0164382,20.780458,,0,1,0,0,25324,7494.1772
2.0434573,-3.4651697,,0,1,0,0,5765,15887.817
2.8787408,,,0,0,0,0,2885,6734.1113
1.907742,,,0,0,0,0,8957,6411.4468
1.9282798,19.285715,,0,0,0,0,2852,6393.4272
1.8387026,31.668964,,0,0,0,0,4181,5884.061
2.2087779,-5.3410888,,0,0,1,0,2284,19657.828
1.5191187,,,0,0,0,0,23209,8052.7041
1.9536812,-15.397564,,0,1,0,0,12465,18167.545
2.5724225,-2.8864205,,0,0,0,0,9566,13438.608
1,,,0,0,0,0,13047,104639.05
1.9992281,-1.9649863,,0,1,0,0,12462,6794.228
1.9480038,16.337708,,1,0,0,0,14148,6639.5674
1.8454753,28.936422,,0,0,1,0,2104,7955.6572
1.9944429,-5.2785902,,0,0,1,0,7036,8987.1455
1.9519535,15.689015,,0,0,1,0,5609,6157.3423
1.8316274,,,0,0,0,0,8150,5293.6616
1.9905012,,,0,1,0,0,6838,5303.6846
1.9973541,-3.6396027,,1,0,0,0,5307,6413.314
1.9945595,5.222702,,0,0,0,0,5401,4989.1733
1.8690058,,,0,0,0,0,2598,6388.2197
1.9965171,,,0,0,0,0,13735,6959.4204
1.9980581,3.117609,,0,1,0,0,12124,6963.2603
2.449965,5.086741,,0,0,1,0,32677,7259.8228
1,,,0,0,0,0,2602,5729.8418
1.5885905,-50.889851,,0,0,0,0,5862,5562.0767
1.4927182,,,0,0,0,0,17749,6971.0352
1.8551627,,,0,0,0,0,3635,5712.9458
1.9558191,-15.029797,,0,0,0,0,6318,6894.0596
1.9580897,,,0,0,0,0,7079,5304.1025
1.9757799,-11.07181,,0,0,0,0,2671,7178.5576
1.9847471,,,0,0,0,0,14274,6060.1553
2.2194562,0.54697096,,0,0,0,0,7679,5410.5313
2.0836244,,,0,0,0,0,10530,7031.8462
1.9990852,,,0,0,0,0,4625,5613.6016
1.9187018,20.58433,,0,0,0,0,3696,6244.2437
1.9969954,,,0,0,0,0,9679,5501.9092
2.2393603,-11.771894,,0,1,0,0,71670,13907.992
3.4222078,19.964411,,0,1,0,0,29446,24527.762
1.4074467,,,0,0,0,0,3625,5806.3062
1.9999146,0.65335929,,0,0,0,0,8249,5826.9556
1.9989158,2.3288369,,0,0,1,0,8293,5460.4478
2.28742,24.246737,,0,0,0,1,10810,5643.8311
1.9232371,,,0,0,0,0,4259,7806.8481
2.9508138,,,0,0,0,0,11333,5594.8267
1.9974757,,,0,0,0,0,20959,6179.8032
1.9838114,9.0334263,,0,0,0,0,2219,6238.0786
2.0838168,3.9282441,,0,0,1,0,266758,16846.57
1.9559263,15.011159,,0,0,1,0,24501,6740.7397
1.9726214,-11.781049,,0,1,0,0,35741,7359.0391
1.991691,6.4589114,,0,1,0,0,4270,6014.5259
1.927727,,,0,0,0,0,4704,7595.6616
1.9757357,,,0,0,0,0,4001,5317.8687
2.8895454,,,0,0,0,0,3824,5293.666
1.9890519,-7.4190168,,0,0,1,0,4924,7553.0239
2.0366077,2.6282339,,1,0,0,0,20511,7514.6416
2.1565711,16.136778,,0,0,0,0,214199,13835.35
1.7980188,,,0,0,0,0,11519,5957.3354
1.9992222,,,0,0,0,0,2925,6586.2861
1.9849867,8.6968031,,0,0,0,0,12084,6381.9521
1.976874,10.815823,,0,0,1,0,28197,9509.5264
2.3539338,15.993884,,0,1,0,0,3447,9988.4941
1.9995571,-1.4882058,,0,1,0,0,2552,6753.3867
2.128361,,,0,0,0,0,7045,6502.9194
2.114495,,,0,0,0,0,14204,5823.6992
1.9707841,12.175608,,0,1,0,0,13739,18103.598
1.993726,,,0,0,0,0,3522,6118.7603
2.0031636,,,0,0,0,0,14204,4896.4453
1.9875411,,,0,1,0,0,7407,5516.8818
2.0461314,15.787026,,0,1,0,0,5392,40280.313
1.9932309,-5.8275075,,0,0,0,1,8645,6249.604
2.1293683,2.3110867,,0,1,0,0,4760,6258.9141
1.9888657,7.4821086,,0,0,0,0,3080,6242.8301
1.9694752,12.449476,,0,0,1,0,3241,5832.0508
1.9411316,17.414602,,0,0,0,0,4150,6413.5454
2.0099916,26.471134,,0,0,0,0,7265,5987.1616
1.983734,-9.0552063,,0,1,0,0,10187,6704.4375
1.9498943,,,0,0,1,0,4411,5478.603
1.9477991,16.370682,,0,1,0,0,3582,6019.7925
2.2505989,,,0,0,0,1,36477,6544.9712
2.1795025,,,0,0,0,0,4911,5885.0405
1.9851642,-8.6448822,,0,0,0,0,13481,6625.2598
1.9999087,0.67597926,,0,1,0,0,2549,11989.273
1.9926225,,,0,0,0,0,22535,6453.0078
1.9999852,-0.27081966,,0,0,0,0,2915,9884.8506
1.8823529,,,0,1,0,0,4005,5342.4302
1.4146396,67.879852,,0,0,0,0,3427,11659.482
1.9897847,,,0,0,0,0,3934,5765.5947
2.1425402,33.973904,,0,0,0,0,90376,14285.945
2.1053882,1.4418125,,0,1,0,0,5956,7152.0825
1.9995714,,,0,0,0,0,12413,5131.7676
2.1499581,,,0,0,0,0,40511,8892.6592
1.781446,35.026218,,0,1,0,0,4300,8592.2227
1.959676,,,0,0,0,0,21994,5784.0132
1.9970487,,,0,0,0,0,8835,
1.9353931,-18.270695,,0,1,0,0,16149,6271.2095
1.9963118,,,0,0,0,0,6154,5904.2642
1.9926348,6.0796618,,0,0,0,0,8098,6298.9126
1.9918721,-6.3880115,,0,0,0,0,10832,5195.3701
1.9124639,,,0,0,0,0,6088,5978.6143
2.8316059,16.594383,,0,1,0,0,5729,5880.3071
1.9965632,4.1488738,,0,1,0,0,4018,6348.9473
1.9993384,-9.2232227,,0,1,0,0,,
1.9863198,,,0,0,0,0,5724,4507.5239
1,,,0,0,0,1,10597,9160.0742
1.9938369,,,0,0,0,0,7805,6186.9365
1.9818612,9.5667572,,0,1,0,0,6480,6462.0747
1.9856522,,,0,0,0,0,4577,5268.1787
1.9915257,,,0,0,0,0,5848,5826.1963
2.9329457,,,0,0,0,0,5107,5368.2397
1.9999518,-0.48954189,,0,1,0,0,2361,6603.9277
1.9990494,-2.180758,,0,0,0,0,11883,8031.2808
1.9901017,-7.0524426,,0,0,0,0,14486,6575.5142
1.9741111,11.451682,,0,0,0,0,10036,5480.9688
1.9967178,-4.0543795,,0,0,0,0,5557,6572.0044
2.0202558,,,0,0,0,0,3761,13004.348
2.9577291,,,0,0,0,0,11935,8253.0527
1.9992788,,,0,0,0,0,2312,6505.6323
1.9628667,-13.754251,,0,0,0,0,31574,8671.5117
1,100,,0,0,0,0,3327,6486.062
1.9987614,,,0,0,0,0,10594,6898.6582
1.9750783,-11.232996,,0,1,0,0,13295,10096.769
1.9992074,,,0,0,0,0,5271,5632.9302
1.9886974,7.5388045,,0,0,0,0,3882,5463.894
1.9155633,,,0,0,0,0,11051,5995.2842
1,,,0,0,0,0,1633,6723.5708
3.5273466,,,0,0,0,0,2924,6746.1362
1.9915506,,,0,0,0,0,24069,15949.374
2.7065864,-23.875925,,1,0,0,0,12833,16238.56
1.5068012,57.21146,,0,1,0,0,17742,13138.302
2.8040824,,,0,0,0,0,16404,13161.802
3.149123,,,0,1,0,0,92747,16581.344
2.6045308,-33.797203,,0,0,0,0,33397,13288.946
1,,,0,0,0,0,6132,26497.379
1.9686186,-12.625697,,0,0,1,0,5791,23420.49
1.9971977,3.7458448,,1,0,0,0,79330,16698.064
1.9965152,,,0,0,0,0,12847,15619.864
4.8025351,0.32252967,,0,0,0,0,20787,17120.48
1.9355599,-18.246344,,0,0,0,0,3479,18686.684
1.9271587,-19.441483,,0,1,0,0,16852,26333.086
1.9411082,17.418173,,0,1,0,0,8721,40114.387
1.9621245,13.893652,,0,0,0,0,18093,14112.58
2.8792551,13.237998,,0,0,0,0,8530,37446.617
1.9791251,-10.270107,,0,0,0,0,14355,11604.594
1.8856313,29.803553,,0,0,0,0,17262,12813.19
1.9940032,5.4840326,,0,1,0,0,29189,13651.81
1.9974403,,,0,0,1,0,10040,15537.725
3.5074174,-32.672401,,0,0,0,0,42202,18636.883
2.6244659,13.409731,,0,1,0,0,8830,
2.5839715,-14.553154,,0,1,0,0,51765,18400.955
1.6476347,,,0,0,1,0,118092,17306.918
3.0325799,11.344722,,0,0,0,0,32403,13591.039
1.4827315,59.064529,,0,0,0,0,10203,14474.589
1.9586642,14.527265,,0,1,0,0,11686,13164.868
1.9798646,-10.084713,,0,0,0,1,14313,15044.256
1.9987551,,,0,0,0,0,19891,11326.986
1.9228288,,,0,0,0,0,23719,13553.128
1.9718225,11.954125,,0,0,0,0,7382,12738.223
1.9937584,,,0,0,0,0,9933,12757.004
1.5894595,,,0,0,0,0,37482,13741.457
1.8866593,,,0,0,1,0,4990,17468.883
3.1542764,-31.708347,,0,1,0,0,34135,20032.646
1.8458954,,,0,0,0,0,2283,79590.813
2.9102354,-7.0450602,,0,1,0,0,21709,14194.554
1.937768,,,0,0,0,0,3406,15782.294
1.8166959,,,0,0,0,0,3374,28200.703
2.2692246,,,0,1,0,0,51142,15849.179
2.4785199,-35.254715,,0,0,0,0,8476,20856.059
1.9783217,10.468042,,0,1,0,0,5862,14802.277
2.2297397,-19.303726,,0,0,0,0,16636,15973.055
2.2984316,-16.268026,,0,0,0,0,21927,17951.682
2.809001,-1.3852686,,0,0,0,1,11619,14428.037
1.9906852,-6.8403931,,1,0,0,0,4778,15114.495
2.1798871,38.934929,,0,0,0,0,10575,15042.837
3.6381824,-2.7933717,,0,0,0,0,12687,11964.219
2.7843559,,,0,0,0,0,9633,18636.445
1.9295511,,,0,0,0,0,7961,13589.609
1.3215274,71.651962,,0,0,0,0,79616,23606.146
1.6283462,,,0,0,0,1,16228,11184.34
1.8690438,,,0,0,0,1,9936,11231.557
3.4006052,,,0,0,0,0,296959,17924.912
3.4740205,,,0,0,0,1,11188,13439.266
3.2815666,,,0,0,0,1,14707,12034.687
2.0715425,,,0,0,0,0,19019,11504.646
2.5318658,,,0,0,0,0,8480,12115.143
2.6097624,,,0,0,0,0,9288,11073.922
1.9957815,-4.5975714,,0,1,0,0,15328,11926.188
2.9930918,0.90167522,,0,0,0,1,9364,10908.359
2.9996808,0.23878515,,0,0,0,1,10953,10888.853
1.8893578,-24.199318,,0,0,0,1,25319,12147.654
2.9877956,3.9447725,,0,0,0,1,7023,11932.557
2.7774317,,,0,0,0,0,6968,10660.869
2.0839987,23.672688,,1,0,0,0,8764,8689.6592
1.9837044,-9.0635328,,0,0,0,1,4465,27964.32
1.9753709,11.166075,,0,1,0,0,3712,40182.504
1.9852085,8.6318045,,0,1,0,0,16612,19377.691
1.9878455,-7.8194022,,0,0,0,0,7187,27023.893
1.865003,26.904318,,0,1,0,0,6828,12039.503
2.426373,17.361473,,0,1,0,0,76644,17866.107
1.9827404,-9.3299952,,0,0,0,0,4141,13870.061
1.998669,2.5803061,,0,1,0,0,2041,25872.875
1.9525703,,,0,0,0,0,7689,20427.715
1.9490668,16.165411,,0,0,0,0,1805,21698.805
1.9829874,9.262434,,0,1,0,0,2930,23326.918
2.1263285,-2.5839686,,0,0,0,0,197441,8599.3301
1.9944353,,,0,0,0,0,6446,10848.068
1,,,0,1,0,0,7310,11328.598
1.9989086,,,0,0,0,0,1232,30471.236
1.9919379,-6.3619494,,0,1,0,0,6035,23466.035
2.2289629,-4.2233438,,0,1,0,0,12821,25419.236
3.0811508,-9.4664936,,0,1,0,0,3660,24301.23
2.4953933,-6.7564397,,0,0,0,0,4990,16932.24
1.9992805,1.8972158,,0,0,0,0,6482,69760.547
2.4163668,7.5176983,,0,1,0,0,19060,38020.137
1.9956863,-4.6491981,,0,0,0,0,2756,14402.468
2.8598917,3.1117411,,0,0,0,0,8113,14636.854
1.9424477,-17.213015,,0,1,0,0,13647,10125.499
1.9987091,-2.5414586,,0,0,0,0,12774,17155.02
1.9923623,-6.1915727,,0,0,0,0,18368,20460.4
1.9903971,-6.9459438,,0,0,0,0,10220,15935.308
1.9986705,-2.5790067,,0,0,0,0,6990,21973.789
1.9917822,,,0,0,0,0,3632,17919.586
2.1141021,24.857214,,1,0,0,0,117090,14251.96
1.9999185,0.63807964,,0,1,0,0,11371,12098.87
1.943737,-17.013466,,1,0,0,0,5793,23389.082
1.9960638,,,0,0,0,0,6521,18462.609
2.2217796,,,0,0,0,0,7072,11453.056
1.9976681,3.4164877,,0,0,0,0,5322,23002.504
1.9597471,14.331722,,0,1,0,0,3105,9824.4326
1.9828255,,,1,0,0,0,4032,30586.738
4.234632,,,0,0,0,0,12682,15089.643
1.9782271,10.491074,,0,0,0,0,1941,23061.607
1.9923813,6.1837435,,0,0,0,0,2388,30067.551
1.9805571,,,0,0,0,0,11101,11485.177
1,100,,1,0,0,0,2244,9559.8242
2.4761612,-0.58367252,,1,0,0,0,107075,32807.66
1,,,0,0,0,0,2103,21229.506
1.9527637,,,0,0,0,0,6573,17603.092
1.9815454,,,0,1,0,0,2437,28560.787
1.9697466,-14.209506,,0,1,0,0,2447,26215.838
1.9933337,-5.7830334,,0,0,0,1,2767,42941.352
1.9822406,,,0,1,0,0,11445,20673.643
1.9997692,1.0737151,,0,1,0,0,12136,22148.426
1.9829153,,,0,0,0,0,2253,14544.48
1.9803523,-9.9605408,,0,0,0,0,11576,15983.688
1.9993794,,,1,0,0,0,7651,12991.638
1.9938825,5.5389881,,0,0,0,0,6753,19364.053
1.9238961,19.888994,,0,0,0,0,2179,16304.085
1.9303466,18.99563,,0,1,0,0,3628,14107.99
1.9892746,7.3427558,,0,1,0,0,4726,15862.479
3.2869072,,,0,0,0,0,20419,13987.927
2.6892273,-27.046818,,1,0,0,0,33547,15753.876
2.064934,20.917431,,0,0,0,0,13430,16274.499
4.1059141,-24.044006,,0,1,0,0,83217,18240.902
1.8009959,53.525036,,0,0,0,0,119896,37454.938
1.9911504,6.6666694,,0,1,0,0,4883,14312.566
1.989023,-7.4288845,,0,0,0,0,4914,18001.508
1.8730236,26.03693,,0,1,0,0,4995,13863.229
2.1711087,,,0,1,0,0,63124,18984.109
1.996685,4.0746212,,1,0,0,0,2607,45923.016
2.1579921,3.2191067,,0,0,0,0,6498,16226.41
1.935949,-18.189299,,0,0,0,0,3259,26798.904
1,100,,0,1,0,0,5982,15436.297
1.9841748,-8.930644,,0,0,0,0,5476,21419.791
1.7069156,41.437183,,0,1,0,0,60989,25368.813
2.6905754,-27.144352,,0,0,0,0,5269,19341.512
1.9977338,,,0,0,0,0,3451,15168.426
1.983302,9.1755953,,0,1,0,0,30260,14157.349
1.9902608,-6.9952607,,0,1,0,0,6451,20434.215
1.6263882,47.928993,,1,0,0,0,8878,42824.324
2.2627726,-7.0504847,,0,1,0,0,40076,13347.545
2.8925865,-11.159521,,0,0,0,0,53533,12718.955
1.8310728,55.806446,,1,0,0,0,326505,45500.598
1,-100,,0,0,0,0,1785,27076.402
1.8971566,-23.282887,,0,0,0,0,1730,38918.793
1.9970794,-3.8241982,,1,0,0,0,43783,14938.518
1.9950918,-4.9600005,,0,0,0,0,3187,34547.785
2.896152,0.30099452,,0,0,0,0,24386,16633.471
2.3979771,-35.764874,,0,0,0,0,11851,11125.69
1.9995731,,,0,0,0,0,2647,29675.137
1.9620591,-13.905859,,0,0,0,1,4009,39199.66
2.1944613,-3.0069947,,0,1,0,0,7450,8296.916
2.5775168,-7.2266312,,0,0,0,0,59569,24590.229
1.9469904,16.500437,,0,0,0,0,25898,39427.289
1.9828532,9.2991915,,0,0,1,0,1561,16735.473
1.9871122,8.0533829,,0,0,0,0,8683,33926.48
1.9998057,0.9860307,,0,0,0,0,3030,20352.234
1.9827688,9.3222733,,0,0,0,0,9191,16635.039
2.4179697,,,0,1,0,0,446911,37258.777
1.9839488,,,1,0,0,0,2941,15098.039
1.7329164,39.258614,,0,0,0,0,6324,11120.491
1.9989091,-2.3358078,,0,0,0,0,4478,12826.874
1.9835417,,,0,0,0,0,2390,12226.496
1.9435172,,,0,0,0,0,10570,10917.618
1.9942414,-5.3736181,,0,0,0,0,13384,28229.537
1.99955,-1.500681,,0,0,0,0,9322,20793.646
1.7612981,36.813892,,0,0,0,0,36130,26514.359
1,,,0,0,0,0,3424,16506.762
1,100,,0,0,0,0,3979,19406.244
1.7435853,-38.348625,,0,0,1,0,6031,31142.602
2.3691711,3.2513857,,0,1,0,0,5011,15434.994
3.3578982,13.852138,,0,1,0,0,13240,13100.606
1.9871827,,,0,0,1,0,4873,23114.984
1.8083575,32.553959,,0,1,0,0,2414,22463.096
1.9992471,1.9407541,,0,1,0,0,3472,24293.242
1.9999447,0.52546263,,0,0,0,0,6562,25064.035
1.9871711,,,1,0,0,0,9742,15932.862
1.9622058,-13.878468,,0,0,0,0,1518,40139.922
1.9909557,6.7400246,,0,0,0,0,2422,22116.754
1.9458495,-16.681946,,0,0,0,0,2460,22117.744
1.9986072,,,0,1,0,0,7645,17341.371
1.8241515,-31.048384,,0,1,0,0,1702,28897.244
1.9761482,,,0,1,0,0,3891,28657.711
2.7294974,,,0,0,0,0,2803,31961.76
1.9998307,,,0,0,0,0,13919,15484.104
2.933315,,,0,0,0,0,7378,14737.853
1.9683369,-12.683129,,0,0,0,0,2819,12433.465
2.7791035,-5.1587195,,1,0,0,0,62138,34347.285
1.9683367,-12.683174,,0,0,0,0,2080,18807.664
2.8186576,,,1,0,0,0,12420,20877.703
1.9987829,,,0,0,0,0,4675,23907.922
1,100,,0,1,0,0,3111,14986.589
1.9879903,-7.7724695,,0,1,0,0,2779,11717.475
1.980639,9.8869057,,1,0,0,0,3044,21452.463
1.9977778,-3.3351541,,1,0,0,0,28348,28870.377
1.8376141,,,0,0,0,0,2126,21852.195
1.9837708,9.0448618,,0,0,0,0,3287,28880.215
2.1226158,-5.9382172,,1,0,0,0,14503,12673.539
1.9681721,-12.716663,,0,0,0,0,38670,20620.539
1.9877257,-7.8581066,,0,1,0,0,2538,12277.775
1.9755142,11.133072,,0,0,0,0,3326,16247.209
1,100,,0,0,0,0,5160,23083.643
1.8277564,30.698153,,0,1,0,0,2016,22400.648
3.2029727,-12.584695,,0,0,0,0,35412,27956.098
2.1381338,0.99534094,,0,0,0,0,20810,27472.865
2.4720058,,,0,0,0,0,24671,11765.572
1.9999681,,,0,0,0,0,1436,20783.729
1.6138388,48.916359,,0,1,0,0,8823,16789.926
1.95673,,,0,0,0,1,3018,30058.568
1.9944749,,,0,1,0,0,2962,21653.609
1.838263,29.662025,,1,0,0,0,97404,29475.32
1.970014,-12.337407,,0,0,0,1,3090,21902.684
1.9423124,17.23381,,0,0,0,0,6739,12915.024
1.8118044,-32.22916,,0,1,0,0,5090,16588.182
1.9464421,16.587866,,1,0,0,0,7682,17131.574
2.8872058,0.3759414,,0,1,0,0,3176,27194.746
1.9450709,-16.804823,,0,0,0,0,3200,17847.098
2.107348,-16.768917,,0,0,0,0,15241,23724.303
